1421,26,82,173,237
1422,34,119,160,208
1423,22,95,129,218
1424,17,96,151,226
1425,35,118,165,243
1426,5,85,183,218
1427,13,120,137,255
1428,63,76,142,198
1429,10,67,128,212
1430,58,66,176,223
1431,48,73,153,235
1432,54,71,135,203
1433,37,127,134,227
1434,34,112,152,248
1435,47,93,146,207
1436,9,97,128,252
1437,1,93,185,199
1438,54,66,136,212
1439,13,89,147,198
1440,31,112,153,226
1441,27,81,140,253
1442,10,120,176,243
1443,63,76,166,197
1444,52,127,144,244
1445,1,72,139,245
1446,1,91,141,203
1447,2,117,179,212
1448,52,91,134,195
1449,24,116,191,246
1450,59,89,145,212
1451,15,112,139,254
1452,41,71,145,196
1453,19,79,133,234
1454,43,64,156,205
1455,33,112,155,222
1456,24,95,134,200
1457,24,119,134,201
1458,57,127,154,219
1459,45,75,171,199
1460,3,117,183,216
1461,38,85,173,230
1462,63,125,157,209
1463,18,93,169,231
1464,6,122,161,210
1465,16,123,152,210
1466,49,107,158,202
1467,61,113,175,194
1468,10,122,155,212
1469,12,116,138,205
1470,17,110,189,241
1471,19,67,133,229
1472,56,68,165,213
1473,38,121,171,215
1474,17,82,162,210
1475,4,115,147,232
1476,25,69,146,215
1477,51,95,183,208
1478,2,117,172,238
1479,38,111,179,205
1480,23,105,180,207
1481,19,83,135,247
1482,53,125,155,223
1483,10,107,172,194
1484,19,68,158,210
1485,37,113,190,222
1486,47,67,164,210
1487,4,116,157,241
1488,18,86,164,209
1489,29,66,137,199
1490,2,117,169,204
1491,4,110,173,195
1492,55,109,130,205
1493,24,90,177,242
1494,25,108,168,199
1495,48,105,181,238
1496,26,74,185,255
1497,51,99,152,215
1498,24,71,169,243
1499,28,69,135,194
1500,17,112,158,197
1501,61,68,167,194
1502,43,88,185,222
1503,50,87,185,214
1504,51,121,151,192
1505,14,77,179,228
1506,10,84,179,193
1507,1,101,186,252
1508,16,70,183,244
1509,24,67,138,198
1510,11,99,138,196
1511,54,77,187,228
1512,8,109,132,238
1513,62,89,178,195
1514,30,123,131,207
1515,50,68,190,214
1516,49,84,172,234
1517,24,81,176,223
1518,52,124,135,213
1519,18,80,180,255
1520,38,75,147,203
1521,63,109,134,199
1522,42,103,144,239
1523,15,125,184,242
1524,33,100,133,244
1525,6,105,134,232
1526,14,117,138,210
1527,28,77,134,244
1528,55,72,152,214
1529,6,79,171,251
1530,4,64,179,202
1531,10,64,169,207
1532,0,69,130,194
1533,5,99,173,244
1534,5,66,158,218
1535,5,127,157,197
1536,43,91,175,192
1537,17,75,162,204
1538,3,100,135,210
1539,27,125,163,194
1540,22,82,154,227
1541,13,106,181,192
1542,7,111,176,236
1543,33,68,181,253
1544,60,109,139,250
1545,50,70,149,233
1546,32,103,135,212
1547,49,118,174,240
1548,30,120,147,224
1549,35,126,179,197
1550,3,100,155,199
1551,52,72,185,204
1552,9,72,130,220
1553,28,114,166,214
1554,3,93,188,239
1555,13,110,130,197
1556,30,64,184,196
1557,26,72,151,203
1558,17,65,178,193
1559,24,75,155,236
1560,53,105,178,249
1561,41,69,168,220
1562,48,126,168,207
1563,23,109,143,238
1564,24,125,133,247
1565,14,100,149,237
1566,10,85,164,213
1567,34,88,147,243
1568,11,87,174,241
1569,47,109,169,251
1570,59,79,174,229
1571,45,111,172,199
1572,41,76,140,231
1573,12,86,139,208
1574,40,76,184,212
1575,10,102,133,197
1576,15,100,189,221
1577,50,119,150,223
1578,10,97,173,225
1579,7,121,158,216
1580,29,98,184,206
1581,41,113,170,216
1582,44,103,148,196
1583,39,73,159,217
1584,19,82,150,202
1585,7,106,157,238
1586,32,79,135,224
1587,58,68,155,229
1588,63,80,152,212
1589,28,70,167,236
1590,47,100,156,243
1591,39,112,142,198
1592,45,75,145,205
1593,47,106,168,247
1594,35,109,174,204
1595,18,124,134,213
1596,7,119,134,207
1597,46,105,152,219
1598,13,102,155,225
1599,34,96,147,230
1600,53,121,159,233
1601,25,99,166,248
1602,8,104,148,246
1603,26,66,131,216
1604,13,127,132,251
1605,6,70,180,198
1606,20,82,151,197
1607,43,94,157,229
1608,26,95,179,207
1609,11,123,159,195
1610,12,74,191,213
1611,50,118,180,225
1612,26,108,150,234
1613,0,125,148,222
1614,46,89,151,214
1615,12,91,155,235
1616,16,88,173,206
1617,46,115,178,239
1618,20,109,130,251
1619,58,83,154,203
1620,17,87,143,206
1,26,68,178,244
2,16,125,172,224
3,40,70,186,228
4,26,65,188,241
5,48,98,175,217
6,36,95,165,232
7,12,125,185,231
8,4,123,143,216
9,62,68,148,192
10,5,73,146,241
11,51,84,173,197
12,48,78,162,210
13,5,112,149,192
14,38,64,150,221
15,7,76,182,206
16,0,123,180,242
17,51,100,182,246
18,7,123,172,217
19,12,110,132,219
20,37,112,146,196
21,1,105,140,225
22,33,77,191,214
23,13,77,140,235
24,31,101,131,233
25,10,71,166,245
26,39,85,140,212
27,43,105,163,211
28,5,117,165,224
29,33,96,177,208
30,47,123,135,240
31,37,109,169,197
32,8,123,154,215
33,59,118,158,214
34,55,79,162,246
35,25,116,168,208
36,20,79,177,195
37,11,77,191,245
38,1,80,143,228
39,58,72,134,215
40,40,118,133,227
41,63,89,150,194
42,28,105,136,220
43,24,121,167,210
44,53,115,175,251
45,41,75,136,244
46,40,108,182,249
47,29,99,150,247
48,21,69,135,230
49,19,74,162,244
50,46,75,175,255
51,32,78,159,198
52,20,64,173,196
53,62,85,183,253
54,47,99,146,203
55,42,83,147,243
56,6,64,144,238
57,9,90,132,235
58,26,80,179,238
59,18,105,135,227
60,41,72,155,226
61,57,91,130,227
62,57,127,175,207
63,19,103,155,240
64,63,83,151,239
65,0,125,161,197
66,32,105,176,195
67,50,115,129,247
68,50,73,157,235
69,12,88,162,220
70,9,93,175,219
71,22,104,137,208
72,7,78,164,238
73,31,65,163,208
74,21,110,135,244
75,5,103,142,206
76,17,69,143,245
77,48,90,134,196
78,3,120,150,219
79,8,75,155,222
80,5,70,169,214
81,20,67,165,227
82,20,118,190,253
83,1,75,135,210
84,18,78,159,239
85,34,76,130,203
86,46,64,169,202
87,36,97,133,193
88,28,122,173,219
89,23,88,132,248
90,17,96,132,211
91,51,67,180,204
92,4,88,133,237
93,20,112,141,199
94,9,100,166,209
95,16,111,152,232
96,10,78,150,245
97,12,106,163,216
98,33,86,142,198
99,12,90,134,242
100,53,109,139,220
101,32,118,149,231
102,24,64,150,221
103,27,76,171,211
104,22,83,163,244
105,48,107,182,196
106,20,94,143,239
107,47,68,190,210
108,16,79,177,253
109,30,98,172,192
110,47,119,165,220
111,49,125,140,205
112,36,113,128,229
113,58,119,146,225
114,53,85,191,193
115,22,95,191,255
116,22,99,149,220
117,10,87,128,244
118,12,107,133,233
119,41,107,179,195
120,21,100,174,229
121,57,81,168,198
122,16,101,129,247
123,28,97,152,227
124,8,105,135,220
125,39,74,179,224
126,27,116,181,243
127,58,96,175,218
128,13,98,145,212
129,52,71,135,238
130,46,123,143,254
131,2,123,180,202
132,40,101,185,226
133,19,122,162,211
134,9,82,161,205
135,46,121,163,238
136,15,80,135,208
137,32,80,186,243
138,60,77,161,247
139,43,124,173,205
140,40,103,166,204
141,53,113,166,241
142,22,115,140,234
143,35,109,158,230
144,60,113,186,229
145,33,81,139,195
146,0,95,160,240
147,0,87,180,198
148,46,92,130,232
149,33,64,187,231
150,23,120,159,246
151,20,115,129,221
152,9,90,150,247
153,12,77,158,210
154,59,90,183,212
155,52,67,138,215
156,0,78,150,202
157,34,110,153,231
158,55,112,136,216
159,38,104,153,213
160,43,100,190,251
161,24,85,166,235
162,16,125,137,215
163,36,110,143,193
164,21,95,165,255
165,34,71,182,247
166,28,115,186,202
167,50,96,143,245
168,55,74,142,192
169,35,94,159,242
170,36,122,186,195
171,52,67,151,246
172,61,67,171,215
173,13,121,161,236
174,25,80,151,204
175,33,114,132,204
176,41,79,166,253
177,5,102,158,242
178,39,116,153,216
179,51,96,145,202
180,38,110,177,240
181,18,104,141,207
182,29,66,162,235
183,9,83,163,221
184,48,69,132,240
185,50,96,150,211
186,30,73,145,215
187,0,118,188,228
188,16,110,172,242
189,26,99,148,210
190,24,84,187,235
191,20,111,130,213
192,25,67,190,248
193,38,106,185,214
194,6,89,134,252
195,51,72,146,238
196,24,86,155,220
197,45,68,160,249
198,28,111,132,225
199,41,77,129,195
200,22,125,164,212
201,43,94,173,249
202,22,109,156,208
203,52,68,147,203
204,56,94,143,222
205,51,96,183,214
206,26,80,139,243
207,37,126,135,203
208,37,79,185,232
209,14,111,145,218
210,36,116,173,244
211,36,110,140,227
212,16,109,147,195
213,36,64,133,205
214,19,72,170,199
215,23,88,135,242
216,17,87,144,208
217,10,70,170,197
218,30,85,162,205
219,31,90,190,250
220,13,76,158,227
221,37,89,177,197
222,15,101,186,218
223,19,121,137,228
224,38,114,168,251
225,15,97,174,237
226,30,98,181,214
227,8,96,186,198
228,59,71,157,252
229,60,68,137,238
230,61,125,179,200
231,41,104,158,196
232,20,71,179,242
233,43,90,168,204
234,36,101,167,222
235,37,125,148,223
236,19,79,150,211
237,27,117,144,194
238,40,84,131,205
239,6,120,177,222
240,56,82,168,216
241,16,105,174,222
242,3,79,172,241
243,49,67,172,227
244,17,108,152,233
245,16,82,149,196
246,24,80,178,228
247,40,68,181,205
248,29,122,166,242
249,60,81,131,218
250,28,97,164,199
251,49,102,160,211
252,47,118,147,251
253,13,87,181,254
254,33,106,158,211
255,29,77,150,196
256,0,64,141,236
257,36,81,188,212
258,52,91,167,209
259,22,95,133,254
260,58,67,164,237
261,28,85,167,198
262,5,99,154,236
263,38,96,149,232
264,1,127,189,247
265,46,67,174,207
266,55,106,154,230
267,41,109,184,217
268,16,73,172,204
269,13,78,148,223
270,16,98,171,250
271,16,76,155,237
272,51,124,128,198
273,33,120,180,198
274,57,99,158,222
275,14,83,167,233
276,50,73,146,193
277,47,124,185,235
278,44,108,166,246
279,8,68,147,234
280,27,85,184,210
281,46,98,169,240
282,37,68,136,242
283,56,115,168,252
284,57,108,141,222
285,18,127,138,246
286,50,72,144,201
287,55,91,142,202
288,20,70,143,228
289,4,83,146,235
290,27,83,178,236
291,6,114,169,200
292,46,114,179,207
293,33,89,175,242
294,47,118,130,235
295,13,90,144,250
296,10,77,163,225
297,33,107,141,226
298,15,71,173,221
299,56,84,130,231
300,7,70,161,234
301,54,86,181,204
302,8,99,148,236
303,48,88,172,212
304,33,118,178,219
305,45,91,131,210
306,54,70,136,196
307,14,114,134,202
308,6,71,133,214
309,0,81,138,231
310,60,114,161,214
311,38,68,181,198
312,37,66,142,232
313,27,93,166,222
314,4,78,130,254
315,14,69,157,220
316,59,82,172,224
317,35,115,164,192
318,8,101,171,244
319,0,70,156,210
320,22,78,171,233
321,3,118,155,243
322,6,68,159,241
323,26,104,187,195
324,57,123,159,200
325,6,121,191,250
326,3,115,172,223
327,52,75,173,192
328,40,109,182,203
329,42,73,168,251
330,59,64,149,213
331,33,100,168,206
332,41,75,185,201
333,48,79,183,209
334,44,90,142,248
335,23,86,146,225
336,24,90,159,245
337,24,72,159,217
338,24,83,165,246
339,47,107,134,244
340,0,95,132,225
341,10,65,147,234
342,39,122,187,225
343,13,70,175,206
344,1,82,181,220
345,46,90,165,195
346,3,73,129,232
347,41,78,155,238
348,46,87,146,207
349,36,98,140,200
350,25,108,185,224
351,54,91,156,193
352,63,78,137,202
353,48,67,180,232
354,13,106,162,233
355,44,69,154,223
356,20,106,170,210
357,29,71,142,228
358,11,70,144,215
359,38,98,174,201
360,38,71,159,192
361,16,75,187,240
362,7,127,171,239
363,40,71,133,220
364,13,114,140,222
365,5,70,138,197
366,40,78,180,197
367,52,93,169,211
368,43,75,133,230
369,59,96,147,233
370,62,114,184,211
371,46,126,182,239
372,6,91,158,254
373,51,127,137,251
374,44,79,129,210
375,1,105,150,240
376,14,115,172,247
377,32,66,135,195
378,21,99,181,196
379,8,113,171,241
380,48,109,167,224
381,1,92,162,238
382,3,105,139,234
383,19,68,128,224
384,10,86,158,207
385,22,117,145,209
386,23,104,148,244
387,11,83,142,206
388,46,103,180,202
389,59,71,151,248
390,12,126,143,227
391,24,100,158,198
392,44,120,150,229
393,15,77,148,229
394,33,68,133,239
395,21,99,144,216
396,22,74,140,197
397,52,66,183,208
398,41,113,150,210
399,30,79,189,232
400,42,80,166,247
401,5,90,147,197
402,0,78,144,202
403,17,103,144,253
404,8,70,132,251
405,26,121,167,230
406,17,100,130,241
407,35,111,155,200
408,30,111,133,238
409,60,79,140,197
410,32,99,177,230
411,9,112,147,197
412,2,83,154,250
413,18,108,170,197
414,4,84,136,223
415,16,66,173,193
416,40,81,148,244
417,32,127,183,247
418,28,105,164,209
419,52,108,174,210
420,3,107,140,242
421,20,117,130,249
422,59,76,156,239
423,44,111,138,194
424,23,89,185,239
425,55,81,186,205
426,62,112,165,218
427,14,111,161,241
428,53,121,130,193
429,18,105,191,241
430,20,120,174,193
431,38,70,158,204
432,30,106,129,224
433,9,114,139,225
434,60,67,140,207
435,40,91,135,202
436,53,95,134,194
437,28,105,130,203
438,30,70,160,213
439,48,110,148,201
440,17,101,186,194
441,19,74,134,249
442,63,74,174,196
443,43,68,175,230
444,59,67,183,202
445,18,74,183,234
446,13,66,188,219
447,18,68,180,224
448,42,80,167,215
449,6,65,173,197
450,29,113,141,209
451,13,118,171,226
452,13,82,134,201
453,42,82,143,242
454,8,81,153,192
455,2,64,180,207
456,62,89,160,239
457,0,92,139,201
458,2,97,129,208
459,35,78,169,220
460,42,119,161,205
461,43,64,145,216
462,39,97,151,206
463,35,94,130,235
464,39,69,176,254
465,16,91,148,197
466,17,112,129,239
467,43,118,189,202
468,37,78,179,205
469,10,83,144,202
470,19,68,175,196
471,45,113,179,248
472,47,105,140,226
473,53,111,164,193
474,3,70,155,208
475,44,78,183,218
476,3,70,180,235
477,4,126,141,243
478,2,117,133,223
479,39,110,180,240
480,14,113,143,195
481,46,125,149,200
482,15,65,151,231
483,60,69,148,239
484,20,82,131,197
485,0,96,187,218
486,60,80,129,193
487,12,66,174,219
488,18,102,188,195
489,7,65,176,228
490,40,126,176,235
491,63,77,129,227
492,41,114,177,241
493,38,126,140,254
494,28,78,160,227
495,24,98,158,203
496,38,114,152,220
497,27,122,138,223
498,20,75,155,253
499,54,90,146,255
500,32,80,169,247
501,43,91,158,205
502,17,103,170,247
503,60,119,176,241
504,18,122,154,195
505,5,76,176,201
506,54,113,130,221
507,53,67,129,203
508,48,104,181,215
509,39,72,179,224
510,30,66,147,200
511,57,67,155,203
